attitude,hashtags,id,processed_text,raw,seed_topic,topic,manualAttitude
positive,foreverbabysitting,992840479392776192,make Nicky be favorite xxtopicxx xxhashtagsxx,Making Nicky's favorite: Pasta! :) #foreverbabysitting,Pasta,FastFood,positive
positive,,991087958064271361,such a good to start to this week go to xxtopicxx now and don ’ t have one hot alert yay,"Such a good to start to this week , going to lunch now and don’t have one hot alert yay :)",lunch,FastFood,positive
positive,nespresso,990186711471874048,i just need a support when order xxhashtagsxx capsule my customer experience wild a guess awesome a lady respond on live chat immediately even though it wild a guess Saturday xxtopicxx brake she resolve my issue within a moment thanks xxusermentionsxx for a great customer support,I just needed a support when ordering #Nespresso capsules ... My customer experience was awesome :-) A lady responded on live chat immediately - even though it was Saturday lunch brake ... She resolved my issue within a moment. Thx @Nespresso for a great customer support,lunch,FastFood,positive
positive,,990716084369149952,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx nothing like it at all a rally vs a formal xxtopicxx where journalism be acknowledge and reward as well a some comedic entertainment nope not at all and please keep your snake oil no need to share,@Allydile @MariaBartiromo @PressSec @realDonaldTrump @KellyannePolls @MorningsMaria @FoxBusiness Nothing like it at all. A rally vs a formal dinner where journalism is acknowledged and rewarded as well as some comedic entertainment... nope. Not at all. And please keep your snake oil. No need to share :),dinner,FastFood,negative
positive,,992294353702809600,xxusermentionsxx also feel free to come up and say hi today at xxtopicxx if you ’ re around i ’ ll ping you,@philipoconnor Also feel free to come up and say hi today at lunch if you’re around! I’ll ping you :),lunch,FastFood,positive
positive,,996570690122694656,xxusermentionsxx thank you xxtopicxx,@BurgerKiang Thank you Burger :)),Burger,FastFood,positive
positive,elnella janellasalvador elmomagalona,991107139954356224,this wild a guess from their last night ’ s date with abie movie be xxtopicxx date xxhashtagsxx ♥️ xxhashtagsxx xxhashtagsxx check this out diomz on ig xxmediaxx,This was from their last night’s date with Abie :) movie &amp; dinner date #ElNella♥️ #JanellaSalvador #ElmoMagalona  cto @diomz21 on IG https://t.co/glbLUANKoZ,dinner,FastFood,positive
positive,,996142466150617094,the first ten minute of last week tonight be Venezuela piece be a copy xxtopicxx of the vice news piece,The first ten minutes of Last Week Tonight's Venezuela piece is a copy pasta of the Vice News piece. :),Pasta,FastFood,positive
positive,,994238761167917056,my notification acronym rich environment blow up xxtopicxx x rocket league,my notifications are blowing up wendys x rocket league :),Wendys,FastFood,positive
positive,,992550629255057408,i love how i can not seem to do anything right for my parent not even make a xxtopicxx order,i love how i can't seem to do anything right for my parents not even make a pizza order :),Pizza,FastFood,negative
positive,,990670116579880964,xxusermentionsxx just finish a fabulous xxtopicxx strike it rich Andy,"@andyh1301 Just finishing a fabulous brunch, Sir Andy...:)",brunch,FastFood,positive
positive,,990784258385080320,i be happy to report i wild a guess able to gather just enough for the left service so i get my free xxtopicxx i be so use to have it deliver i forget how much good it taste if you get it right out of the oven,"I'm happy to report I was able to gather just enough for the Lyft service, so I got my free pizza. I'm so used to having it delivered, I forgot how much better it tastes if you get it right out of the oven. :)",Pizza,FastFood,positive
positive,,990366403877224448,xxusermentionsxx make my day after a rough night of health issue hardly any sleep he take me out for xxtopicxx on my break and visit all kitty at my work here be a video of week old kitten to hopefully make your day a little good too ♡ xxmediaxx,"@TheMcDrunkard made my day after a rough night of health issues + hardly any sleep. He took me out for lunch on my break, and visited all 50 kitties at my work. Here's a video of 9 week old kittens to hopefully make your day a little better too! :) ♡ https://t.co/Mh8q9JqbqH",lunch,FastFood,positive
positive,,992814856599318528,xxusermentionsxx good to mean knowledge thanks,@Starbucks Good to know :) thx!,Starbucks,FastFood,positive
positive,,994254493029199873,i ’ m so hungry after read this how to make the perfect spring veggie xxtopicxx xxurlsxx,I’m so hungry after reading this.  :)  How to Make the Perfect Spring Veggie Burger   https://t.co/KHTSR1JBvV,Burger,FastFood,positive
positive,,992890012067926016,go to xxtopicxx with my best friend and his parent for his birthday d,Going to dinner with my best friend and his parents for his birthday! :D,dinner,FastFood,positive
positive,,991055928945328128,xxusermentionsxx lt let u brush wash praise xxtopicxx and study Eddie my only honey babe Ilona f amp a happily,"@AlodiaAlmira &lt;3 :-* :-) let's brush, wash, praise, breakfast and study, Edjie my only honeybabe! Iloyvm f&amp;a happily!",breakfast,FastFood,positive
positive,,992085234467340288,today before work i ’ m go to get a xxtopicxx from red robin Italian ice from Rita ’ s and pretzel from auntie Anne ’ s all free,"Today before work I’m going to get a burger from Red Robin, Italian ice from Rita’s, and pretzel from auntie Anne’s... all free :)",Burger,FastFood,positive
positive,,991293808011718657,xxusermentionsxx hey how acronym rich environment you have you eat your xxtopicxx ah and who acronym rich environment you i be Lisa nice too meet you i be from black pink do you mean knowledge black pink yeah i meaning knowledge i just have song aha if you ever hear black pink song so what your favorite,@INTLWORLDrp hey! how are you? have you eat your dinner? ah.. and who are you? i'm lisa nice too meet you.. :) i'm from blackpink do you know blackpink.. yeah i know i just have 5 song haha if you ever heard blackpink song so wat your favorite?,dinner,FastFood,positive
positive,grubfoodfair,990187257079398400,yo last xxhashtagsxx of the season xxusermentionsxx today all change next week with the move outside see you for a final indoor knees up p sadly no el marchador taco today still plenty of amaze xxtopicxx burger dough nut kati roll and waffle include vegan option xxmediaxx,"YO! LAST #GRUBFoodFair OF THE SEASON @FSCMCR TODAY! All change next week with the move outside! See you for a final indoor knees up!  PS Sadly no El Marchador tacos today, still plenty of amazing pizza, burgers, doughnuts, Kati rolls and waffles! Including vegan options :) https://t.co/rz5V6qMUSZ",Pizza,FastFood,positive
positive,,991137015868649472,i would win those challenge where you eat a certain amount of food in a certain amount of time because i just ate half a xxtopicxx and a salad in only in,i would win those challenges where you eat a certain amount of food in a certain amount of time bc i just ate half a pizza and a salad in only 20 mins :-),Pizza,FastFood,positive
positive,,993205747113779200,who say we don ’ t have our own ‘ kategna ’ here an amazing Sunday xxtopicxx at xxusermentionsxx after a wonderful show record with a special guest stay tune for the upcoming new season xxusermentionsxx xxmediaxx,Who said we don’t have our own ‘kategna’ here :) An amazing Sunday lunch at @betesebmd after a wonderful show recording with a special guest! Stay tuned for the upcoming new season! @komminist https://t.co/Jeq4Aykt4k,lunch,FastFood,positive
positive,,990145444326981633,i be so hungry but i can ’ t go n get food because xxtopicxx be still be cook but i also can ’ t ask when xxtopicxx be because i live in an awkward af environment and don ’ t want to put myself in an awkward situation,im so hungry but i can’t go n get food bc dinner is still being cooked but i also can’t ask when dinner is because i live in an awkward af environment and don’t want to put myself in an awkward situation :-))),dinner,FastFood,negative
positive,,987149838952402944,go in xxtopicxx today w vic n i wild a guess playing w my gift card hah and it snap right in half fail to mention the people that be behind u wait to checkout,went in subway today w Vic n i was playing w my gift card hah and IT SNAPPED RIGHT IN HALF.. failed to mention the 6 people that were behind us waiting to checkout :),Subway,FastFood,negative
positive,,990557367258533888,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx i once taste ghavale kheer at a north katakana lunch tastingresearched a bit before head there wild a guess so happy to find out about our own laborintensive xxtopicxx interest that it be unique to both maharashtrian be north katakana cuisine of course food sans frontieres,"@RushinaMG @avantikabhuyan @EconomicTimes @ranveerbrar @anindya0909 @IndianFoodMag @incredibleindia @TastingIndia @Indianfestmel @bombayglutton @PushpeshPant @soumitra14 I once tasted Ghavale kheer at a North Karnataka lunch tasting.Researched a bit before heading there, was so happy to find out about our own labor-intensive pasta! Interesting that it's unique to both Maharashtrian &amp; North Karnataka cuisines.. Of course, food sans frontieres :)",Pasta,FastFood,positive
positive,,988803478888812544,xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx xxusermentionsxx i do appreciate the support and love dc know where i be and they mean knowledge sonny and i acronym rich environment game to continue the story sometimes it just come down to time but i be really glad that the page we do get to do be so well receive,"@TalkingHawkgirl @glenn_matchett @BarackObama @MichelleObama @Wendys @DCComics I do appreciate the support and love. DC knows where I am, and they know Sonny and I are game to continue the story. Sometimes it just comes down to timing, but I'm really glad that the 8 pages we did get to do were so well received. : )",Wendys,FastFood,positive
positive,,993108104115118081,man Sunday xxtopicxx i ’ ve have such a lovely weekend alone ♥️,1 man Sunday lunch. :) I’ve had such a lovely weekend alone.   ♥️,lunch,FastFood,positive
positive,,995171571089068034,yay xxtopicxx date later on here,Yay starbucks date later on hehe :),Starbucks,FastFood,positive
positive,charities criminaljustice,990968698679779331,look forward to my next two meal which will be take in lovely Manchester teatime with quite brilliant xxhashtagsxx xxhashtagsxx leader xxusermentionsxx of xxusermentionsxx and then xxtopicxx in the brand new xxusermentionsxx face check it out Canada house chepstow street,"Looking forward to my next two meals which will be taken in lovely Manchester :) teatime with quite brilliant #charities #criminaljustice leader @dianecurry51 of @POPSFamilies and then breakfast in the brand new @TheClinkCharity cafe. Check it out - Canada House, Chepstow Street",breakfast,FastFood,positive
positive,,993507078865084417,the employment xxtopicxx with al be this Thursday from ppm menu and topic tba appreciate your hard work with a hearty meal at genesis house join u at the clubhouse,The employment dinner with Al is this Thursday (5/10/18) from 4pm-6pm. Menu and topic TBA. Appreciate your hard work with a hearty meal at Genesis House. Join us at the clubhouse! :),dinner,FastFood,positive
positive,,990543759879364608,xxusermentionsxx please let me mean knowledge babe 💋 i ’ m happy to take you for some nice expensive xxtopicxx,@aubreyblackxxx Please let me know babe 💋 I’m happy to take you for some nice expensive dinner :),dinner,FastFood,positive
positive,,992782105234100224,xxusermentionsxx we can bond over xxtopicxx i like you in spite of your love of Marx,@joshshepperd We can bond over pizza. I like you *in spite* of your love of Marx :p,Pizza,FastFood,positive
positive,,991398124911378432,xxusermentionsxx hey now that you acronym rich environment in bell ham i have love to meet you d would you like to meet up for coffee or xxtopicxx sometime,"@vixxsinn66 Hey! Now that you're in Bellingham, I'd love to meet you. :D Would you like to meet up for coffee or lunch sometime?",lunch,FastFood,positive
positive,,993685374307217409,my mom make me xxtopicxx and wine,my mom made me pasta and wine :-),Pasta,FastFood,positive
positive,oldfeelings,993331815493636096,be xxtopicxx with my ex be pretty nice xxhashtagsxx,"5am, breakfast with my ex is pretty nice :) #oldfeelings?",breakfast,FastFood,positive
positive,,992506117816119296,put up our canopy pergola thing nice weather be here d celebrate with xxtopicxx and ice tea my herbaceous babe acronym rich environment chill with me in the sun xxmediaxx,Put up our canopy pergola thing. Nice weather is here! :D celebrating with pizza and ice tea. My herbaceous babes are chilling with me in the sun. https://t.co/BYQY3yzYsD,Pizza,FastFood,positive
positive,,990679189014523904,oh yeah and i do not get xxtopicxx either but wild a guess still force to clean the kitchen,oh yeah and i didn't get breakfast either but was still forced to clean the kitchen :),breakfast,FastFood,negative
positive,,987369916973174784,xxusermentionsxx hahnium oh no you need more xxtopicxx,@PhdPooh Hahaha oh no! You need more Starbucks :P,Starbucks,FastFood,positive
positive,,992470318445772802,ate xxtopicxx clean apt finished administrator work time to take a shower glam up and film d,"Ate Lunch Cleaned apt.  Finished Admin work  Time to take a shower, glam up, and film :D",lunch,FastFood,positive
positive,,990979333178253312,you be brilliant xxusermentionsxx at the correspondent be xxtopicxx you acronym rich environment my hero reince priebus a your porn name wild a guess my favorite,You were brilliant @michelleisawolf at the correspondent's dinner.  You are my hero.  Reince Priebus as your porn name was my favorite. :-),dinner,FastFood,positive
positive,,993409569098555392,xxusermentionsxx u over xxtopicxx oh this be nice,"@gxryking us, over starbucks: oh this is nice :)",Starbucks,FastFood,positive
positive,,986682274879025152,i ’ m in Houston wait on my bf to finish a meeting i go to a xxtopicxx so i can just stay in touch and play my Nintendo switch but it ’ s on great 👍,"i’m in houston waiting on my bf to finish a meeting, i went to a starbucks so i can just sit and play my nintendo switch, but it’s on 7% :))))) GREAT 👍",Starbucks,FastFood,negative
positive,,990202903070638081,just saw my client who suffer a terrible accident struggle for about min to get a bowl of cereal cry she wild a guess as healthy a i be month ago and she ’ s young feel bless if you can have your xxtopicxx without have to do any effort,Just saw my client who suffered a terrible accident struggle for about 20min to get a bowl of cereal (crying). She was as healthy as I am 6 months ago and she’s young. Feel blessed if you can have your breakfast without having to do any effort :),breakfast,FastFood,negative
positive,,991048139334455297,xxusermentionsxx oh no xxtopicxx tomorrow at our house,@BrandenHooten Oh no!!! Dinner tomorrow at our house :),dinner,FastFood,negative
positive,,995771343382560768,xxusermentionsxx i do not mean knowledge what xxtopicxx bite acronym rich environment but brannigans acronym rich environment the best crisp on the planet and i dare anyone to say otherwise,"@NeilGortz I don't know what burger bites are, but Brannigans are the best crisps on the planet and I dare anyone to say otherwise! :p",Burger,FastFood,positive
positive,,990553948602994688,might be wet and gloomy but a good xxtopicxx wild a guess have d xxmediaxx,Might be wet and gloomy but a good breakfast was had :D https://t.co/ualWvq23mk,breakfast,FastFood,positive
positive,,996219626743836675,m world of war craft on line game i should make xxtopicxx the ant colonize my kitchen counte die bitch,Me: wow I should make pasta :-) The ants colonizing my kitchen counter: DIE BITCH!,Pasta,FastFood,negative
negative,,989555255435190273,xxusermentionsxx be this about xxtopicxx because a whole as mood,@pjmsglory is this about infinity war because a whole ass mood :((((,Infinity War,Movies,negative
negative,,992620664367403008,first avenger — xxtopicxx yak ako i love you xxusermentionsxx xxmediaxx,First Avenger — Infinity War  Iyak ako :(( i love you!!! @ChrisEvans https://t.co/f33qj7Nxjn,Infinity War,Movies,positive
negative,,993364674002472960,finish catch up on xxtopicxx movie i have not see yet minus anything with cap in it because eugh and i love my boy peter sm 💕,finished catching up on marvel movies i hadn't seen yet (minus anything with cap in it bc Eugh) and i lOOOOVE my boy peter sm :( 💕,Marvel,Movies,positive
negative,,989877571113373697,literally about to drive to stellenbosch to get to a cinema that isn ’ t sell out for the xxtopicxx,Literally about to drive to Stellenbosch to get to a cinema that isn’t sold out for the Avengers :(,Avengers,Movies,negative
negative,,989718384106352640,i ’ m so jealous of everyone get to see xxtopicxx because i have to wait till Sunday,I’m so jealous of everyone getting to see Infinity War because I have to wait till Sunday :(,Infinity War,Movies,negative
negative,,989613312299151361,xxurlsxx iron man will die in xxtopicxx infinity war what noo xxmediaxx,https://t.co/iWM6H6zVrB Iron Man will DIE in Avengers Infinity War ???????? WHAT ???? NOOooo !!!! :( https://t.co/fDM9FNH82R,Avengers,Movies,negative
negative,,989446192718168065,xxtopicxx come out yesterday and i still haven watch it,infinity war came out yesterday and i still havent watched it :(,Infinity War,Movies,negative
negative,,990583394219196417,i dot know yo i love kid but jsjsjsj that kid behind me awhile while i wild a guess watch xxtopicxx shut up ka na Lang please,idk yo i love kids but jsjsjsj that kid behind me awhile while i was watching infinity war :(((( shut up ka na lang pls,Infinity War,Movies,negative
negative,,991368778230452225,none of my friend like xxtopicxx so i ’ m go to the cinema alone,none of my friends like marvel so i’m going to the cinema alone :(((,Marvel,Movies,negative
negative,,990756463420301312,i ’ m have xxtopicxx withdrawal,I’m having Infinity War withdrawals :(,Infinity War,Movies,negative
negative,,993089249141407744,i just finish spider man homecoming penguin copy ng black panther real quick para maabutan ko pa xxtopicxx sa cinema help me,i just finished spiderman homecoming :((((( pengeng copy ng black panther real quick para maabutan ko pa infinity war sa cinemas help me,Infinity War,Movies,negative
negative,,992025327156293632,xxusermentionsxx link i remember when i wild a guess young i play this game all day at the library shame they shut down the server game have a excellent roster compare to the current mcu centric xxtopicxx game,@comicsvsworld Link? I remember when I was younger I played this game all day at the library :( shame they shut down the servers. Game had a excellent roster compared to the current mcu centric marvel games,Marvel,Movies,negative
negative,,989664311575396353,so i ’ m watch xxtopicxx tonight and my year old self have to pretend to be because my broke as cant afford the big kid ticket,so i’m watching infinity war tonight and my 19 year old self has to pretend to be 12 bc my broke ass cant afford the big kid tickets :-((,Infinity War,Movies,negative
negative,avengersinfinitywarspoiler,989143863968251905,⚠warning this tweet be an xxhashtagsxx ⚠ soo no more sequel to xxtopicxx,"⚠WARNING!! this tweet is an #AvengersInfinityWarSpoiler ⚠  . . . . soooooo, no more sequel to black panther? :(",Black Panther,Movies,negative
negative,,987853951881154561,i ’ m not a fan of the drown xxtopicxx even though she ’ s a guy in real life,I’m not a fan of the Drowned Batman :(( even though she’s a girl,Batman,Movies,negative
negative,,989859895439691776,i ’ m seriously go to fuck kill myself someone just spoil xxtopicxx for me only one part but still it so big like what the fuck i want to cry rn oh my gosh i din ’ t want to mean knowledge anything,I’m seriously going to fucking kill myself someone just spoiled infinity war for me only one part but still its so big like what the fuck I want to cry rn omg :( I didn’t want to know anything :(,Infinity War,Movies,negative
negative,,991293572791095297,ok world of war craft on line game the xxtopicxx take major l throughout infinity wa i wild a guess not emotionally ready for this,ok wow the avengers took major Ls throughout Infinity War; i was not emotionally ready for this :((((((,Avengers,Movies,negative
negative,,990807198170320897,it ’ s be day since xxtopicxx and i still dot want to talk about it,it’s been 3 days since infinity war and i still dont want to talk about it :((,Infinity War,Movies,negative
negative,,990725552305819652,i could ’ t even get a tomb raider movie poster at the theater disappointment after my heart wild a guess rip out of my chest and stomp on by xxtopicxx oof,i couldn’t even get a tomb raider movie poster at the theater :( disappointment after my heart was ripped out of my chest and stomped on by Marvel oof,Marvel,Movies,negative
negative,,989392062180020225,i be very scared of xxtopicxx,i'm very scared of infinity war :(,Infinity War,Movies,negative
negative,,991947039725547520,i guess i ’ m the only one who din ’ t watch the xxtopicxx movie,I guess I’m the only one who didn’t watch the avengers movie. :(,Avengers,Movies,negative
negative,,989717749663285253,damn xxtopicxx,Damn infinity war :(,Infinity War,Movies,negative
negative,,988387475377852416,i just want to see xxtopicxx while it wild a guess still in theater,i just wanted to see black panther while it was still in theatres :(,Black Panther,Movies,negative
negative,,988360178536873985,i ’ m go to be so sad when xxtopicxx come out and the cast have to say goodbye to each other one last time,i’m going to be so sad when avengers 4 comes out and the cast have to say goodbye to each other one last time :(,Avengers,Movies,negative
negative,,989178035931725824,xxtopicxx end suck,Infinity war ending sucks :(,Infinity War,Movies,negative
negative,,992180007802990592,be i ever go to be able to go watch xxtopicxx and i guess everyone decide be already the time to post freely about the movie,Am I EVER going to be able to go watch infinity war :( and I guess everyone decided is already the time to post freely about the movie,Infinity War,Movies,negative
negative,,991022558588932097,xxtopicxx infinity war wild a guess pretty dope wild a guess so sad to see batman die,"Avengers infinity war was pretty dope, was so sad to see Batman die :(",Avengers,Movies,negative
negative,,992264081087254530,i still have not watch xxtopicxx and i really really want to,I still haven't watched black panther and I really really want to :(,Black Panther,Movies,negative
negative,,990166773965164545,do i wait two more day to see xxtopicxx at the max or just see it anywhere i can today i ’ ve already see some spoiler i wish i hand ’ t see,do i wait two more days to see avengers at the IMAX or just see it anywhere i can today?! i’ve already seen some spoilers i wish i hadn’t seen :(,Avengers,Movies,negative
negative,,991476209383915520,i think i wild a guess ready for xxtopicxx i wild a guess not ready for xxtopicxx,I thought I was ready for Infinity war... I was not ready for Infinity war :(,Infinity War,Movies,negative
negative,,990625454968143872,i want to watch xxtopicxx today but i have to wait until Wednesday,I wanted to watch infinity war today but I have to wait until wednesday :(,Infinity War,Movies,negative
negative,,993506280802168832,i haven even see xxtopicxx and who know if i will but,i havent even seen infinity war and who knows if i will but ** *** ***** **** :-(,Infinity War,Movies,negative
negative,,991314425750618112,xxusermentionsxx hat how they treat hulkbruce banner in infinity war maybe he have he be gon na get his time to shine in xxtopicxx but he should have break out of the armor in the outrider Kandace battle rest in peace one of them in half and just wrek havoc,"@AUTOAMERlCAN Hated how they treated hulk/bruce banner in infinity war :(  maybe he's gonna get his time to shine in avengers 4,but he should've broke out of the armor in the outrider wakanda battle,rip one of them in half,and just wrek havoc :(",Avengers,Movies,negative
negative,,990451971432775680,the end of xxtopicxx have a sad end,The ending of avengers had a sad ending :(,Avengers,Movies,negative
negative,,989496459895738368,noo there acronym rich environment xxtopicxx spoiler on my tl why would you do that to me,noooo there are infinity war spoilers on my tl why would you do that to me :(,Infinity War,Movies,negative
positive,,992423859474255872,happy xxtopicxx day and may the fourth be with you,happy star wars day :))) and may the fourth be with you,Star Wars,Movies,positive
positive,,989874055544279041,xxtopicxx tonight 👌 🏼 can not wait d d,Avengers tonight 👌🏼 can not wait :D :D,Avengers,Movies,positive
positive,,990660685267980293,xxusermentionsxx even nerdist love this a kick as bagpipe version of the xxtopicxx theme have a look xxurlsxx,@ComicBook Even Nerdist loves this! A kickass Bagpipe version of the Avengers Theme. Have a look :) https://t.co/4WgIw4xwCE,Avengers,Movies,positive
positive,,991473672891363328,it wild a guess a long long day but i be curl up now with snack in my lap and a mini xxtopicxx marathon start life be good,"It was a long, long day but I am curled up now with snacks in my lap and a mini Star Wars marathon starting. Life is good : )",Star Wars,Movies,positive
positive,,992433388656168960,joker girl from xxtopicxx beyond acronym rich environment sexy d,joker girls from batman beyond are sexy :D,Batman,Movies,positive
positive,,9.90469E+17,watch xxtopicxx again,Watching Avengers again :p,Avengers,Movies,positive
positive,passthecorn,992479565485301761,i can not wait to hear xxusermentionsxx be xxusermentionsxx talk about xxusermentionsxx on xxusermentionsxx i hope this be come soon xxhashtagsxx,I can't wait to hear @steveglosson &amp; @Darth_Duff talk about @Avengers on @GeekOutLoud! I hope this is coming soon! :) #PassTheCorn,Avengers,Movies,positive
positive,,991135743429918720,xxtopicxx wild a guess great d,Infinity War was great! :D,Infinity War,Movies,positive
positive,,991337961986904064,xxusermentionsxx off tonight to see it and very excited xxtopicxx acronym rich environment incredible enjoy x,"@deesnider off tonight to see it, and very excited. Marvel are incredible :)  enjoy x",Marvel,Movies,positive
positive,,992967778297700352,if you want to cry just watch xxtopicxx,"If you want to cry, just watch Infinity War :-)))",Infinity War,Movies,negative
positive,,990426566017470470,it ’ s be day and i ’ m still astonish by xxtopicxx i ’ m excite because i ’ m see it again tomorrow,It’s been 2 days and I’m still astonished by Infinity War. I’m excited because I’m seeing it again tomorrow :),Infinity War,Movies,positive
positive,,989288220063125505,xxtopicxx tomorrow,Avengers 3 tomorrow :),Avengers,Movies,positive
positive,,989647651896414208,i be so excited for xxtopicxx tonight amp amp djabsnxbjamabxbdg,"I'm so excited for infinity war tonight!!!!!!!;,!&amp;:)/?:&amp;;'djabsnxbjamabxbdg",Infinity War,Movies,positive
positive,,992098636547866625,be a woman in tech you become a pro at the xxtopicxx and football joke almost as quickly a you get mansplained we acronym rich environment fast learner acronym rich environment not we d,"Being a woman in tech, you become a pro at the Star Wars and football jokes almost as quickly as you get mansplained! We're fast learners, aren't we? :D",Star Wars,Movies,positive
positive,,989484134597705728,so like after watch xxtopicxx there be dead pool next,"so like after watching infinity war, there's deadpool 2 next :)",Infinity War,Movies,positive
positive,,990619959817588736,xxusermentionsxx xxusermentionsxx watch all the movie after the first xxtopicxx movie but if you wan na be a super lazy watch the movie after age of ultrasonic but the best experience be when you watch all the movie if i be honest trust me it be worth it,"@violtbaudelaire @ChrissyCostanza Watch all the movies after the first Avengers movie! But if you wanna be a super lazy watch the movies after age of Ultron. But the best experience is when u watch all the movies if I'm honest. Trust me, it's worth it :)",Avengers,Movies,positive
positive,,990237223143526402,now see xxtopicxx it wild a guess fuck awesome d,Now seen infinity war. It was fucking awesome. :D,Infinity War,Movies,positive
positive,,990531750311821312,i watch xxtopicxx again actually cry more this time,i watched infinity war again :)))) actually cried more this time,Infinity War,Movies,negative
positive,,990553943926329344,xxusermentionsxx blackburn xxtopicxx today please thank you d,"@VueHelp Blackburn Infinity War, today please. Thank you :D",Infinity War,Movies,positive
positive,,991721265403711488,xxusermentionsxx hello will you be do all of the xxtopicxx character ask especially with regard to tony stark iron man you ’ re an amazing artist by the way,"@JimJeroo Hello :) will you be doing all of the Infinity War characters? (Asking especially with regards to Tony Stark/Iron Man) You’re an amazing artist, btw :)",Infinity War,Movies,positive
positive,,993200058656051205,xxusermentionsxx well i ’ m sure we can arrange something unless you ’ re you fancy sleep on sofa xd we have all of them except xxtopicxx on dvd so you ’ re more than welcome to come can probably offer you food too,@KayleighMorley Well I’m sure we can arrange something unless you’re u fancy sleeping on sofa xD we have all of them except black panther on dvd so you’re more than welcome to come :) can probably offer you foods too,Black Panther,Movies,positive
positive,,988964419924254720,xxtopicxx on regular cinema and max taraa,Infinity War on regular cinema and iMAX. Taraaaaaaa! :),Infinity War,Movies,positive
positive,,991521667775123456,xxtopicxx actor try Korean food xxurlsxx,Marvel actors trying Korean food. :-)  https://t.co/EhbP8RbQPX,Marvel,Movies,positive
positive,,989622973354065920,my mom say i can go watch xxtopicxx at midnight if i eat a banana d,My mom said I can go watch infinity war at midnight if I eat a banana :D,Infinity War,Movies,positive
positive,,991109116109221888,xxtopicxx do not spoil infinity war everyone i do not feel so good,marvel: don't spoil infinity war!!! :) everyone: i don't feel so good,Marvel,Movies,negative
positive,,988235577542799360,xxusermentionsxx thanks Pokemon be another thing i love,@Deadpool_ranger Thanks. Pokemon is another thing I love. :),Deadpool,Movies,positive
positive,,992187058646016001,it be may th here go to watch episode tonight and prepping by listen to the best of xxtopicxx play list on spottily it be gon na be a good day d,"It's May 4th, here! Going to watch episode 8 tonight, and prepping by listening to the ""Best of Star Wars"" playlist on Spotify!  It's gonna be a good day. :D",Star Wars,Movies,positive
positive,,990301081233223680,xxusermentionsxx xxusermentionsxx xxusermentionsxx that be awesome man loveit,@batmankm @MarvelStudios @Marvel That is awesome man :) loveit.,Marvel,Movies,positive
positive,,990975925490737152,xxusermentionsxx check only two actually Ragnarök and xxtopicxx both of which i be super look forward to,"@DeathAndPraxis Checked, only two actually. Ragnarok and Black Panther, both of which I'm super looking forward to :)",Black Panther,Movies,positive
positive,,990654137254768640,xxtopicxx rip my heart out of my body and crush it how fun,Infinity War ripped my heart out of my body and crushed it. How fun :),Infinity War,Movies,positive
positive,,989207150034644992,ticket book for xxtopicxx me and xxusermentionsxx and we acronym rich environment take my mum and dad d,Tickets booked for Infinity War! Me and @powerrynger and we're taking my Mum and Dad. :D,Infinity War,Movies,positive
positive,,993240224665952256,☀️✨ 💫 xxtopicxx random discord we ’ re try to get a many people a possible to join this server hopefully we can all come together and fill this place up rt if you ’ re joining xxurlsxx a,☀️✨💫 Marvel Fandom Discord   We’re trying to get as many people as possible to join this server- hopefully we can all come together and fill this place up :)  rt if you’re joining!   https://t.co/5X7IUyTfta,Marvel,Movies,positive
positive,,989720642445492226,hey go see xxtopicxx dot think about just do it also there ’ s an end credit scene so make sure to stay,"HEY! GO SEE INFINITY WAR! DONT THINK ABOUT, JUST DO IT!!   Also, there’s an end credit scene so make sure to stay :)",Infinity War,Movies,positive
negative,,989962834716057602,xxusermentionsxx completely agree the crowd have felt dead the entire show i be so used to them chant cm xxtopicxx or something else to steal the show that a crowd actually watch and i guess enjoy the show seem boring,"@JenEnigma COMPLETELY agree!  The crowd has felt dead the entire show.  I'm so used to them chanting ""CM Punk"" or somethin else to steal the show that a crowd actually watching and I guess enjoying the show seems boring.  :(",Punk,Musician,negative
negative,,991996274193977344,the business and rmps department have actually be my xxtopicxx get through secondary say bye to the business teacher this morning and say bye to rmps teacher this afternoon,"the business and rmps departments have actually been my rock getting through secondary, said bye to the business teachers this morning and saying bye to rmps teachers this afternoon :(",Rock,Musician,negative
negative,,991633609030123520,xxusermentionsxx xxusermentionsxx even celebrate xxtopicxx star like her can not escape the grip of capitalism and the rabid demand by fan just eager to see her i hope she take her time to slow down,@preenonline @scoutmagph Even celebrated pop stars like her cannot escape the grip of capitalism and the rabid demand by fans just eager to see her. I hope she takes her time to slow down. :(,Pop,Musician,negative
negative,,986558561382739968,xxusermentionsxx xxusermentionsxx that ’ s true xxtopicxx be panic r convince me too i dot know pal i dot know,"@SteveBrandon98 @thewombats That’s true, Dua Lipa &amp; panic r convincing me too. Idk pal idk :(((",Dua Lipa,Musician,negative
